"id","contentId","text","cluster","start_line","end_line","start_timestamp","end_timestamp","station_id","segmentLength"
73,"73 2","now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to",32,"73042545","73042564","10/10/2017 17:12:58","10/10/2017 17:13:22","KWWL--10-10-2017-17-08-00",87
97,"97 1","waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were",32,"33520572","33520585","10/10/2017 21:36:24","10/10/2017 21:36:33","WALA--10-10-2017-21-34-00",71
2,"2 3","explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this trailer were exposed to high temperatures and no air for hours leaving ten dead and others hospitalized among them her son and his year uncle whom both ended up in local hospital she tells the newspaper that her son just wanted to financially help his family ramirez was coming to the states to work and raise enough money to be able to marry his girlfriend and allegedly go back to his hometown the family also says that cerna and his uncle allegedly paid to coyotes to get on the trailer that price according to border control forces who provided fox san antonio with previous pictures of cases is higher than what is normally charged the going rate is between and for mexican nationals central americans are normally charged to brazilians to and the chinese pay the highest price at to to get to the united states now that mother was granted humanitarian visa and is on her way to san antonio her son earlier today woke up from his coma his uncle is now out of the hospital and in custody in the meantime homeland security investigations is asking for anyone that has any information to come forward and call their anonymous tip line because every victim will be need to do find every single person who took part of this smuggling ring virgin fox news at nine vigil being held in houston for victims of the smuggling tragedy some speakers blame the political climate of the state and the",33,"106376630","106376760","10/10/2017 16:21:48","10/10/2017 16:24:50","CFNEWS13--10-10-2017-16-15-00",400
1,"1 2","making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific",34,"106376510","106376516","10/10/2017 16:17:24","10/10/2017 16:17:30","CFNEWS13--10-10-2017-16-12-00",24
2,"2 2","first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are",35,"106376603","106376609","10/10/2017 16:18:52","10/10/2017 16:18:56","CFNEWS13--10-10-2017-16-15-00",27
15,"15 1","of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of",35,"68124009","68124014","10/10/2017 18:04:19","10/10/2017 18:04:26","KGAN--10-10-2017-18-02-00",30
21,"21 1","at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us",35,"32115574","32115595","10/10/2017 22:12:56","10/10/2017 22:14:01","KGUN--10-10-2017-22-11-00",57
24,"24 1","nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from",35,"83249388","83249394","10/10/2017 16:47:50","10/10/2017 16:48:01","KMGH--10-10-2017-16-45-00",43
31,"31 1","fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low",35,"36700729","36700742","10/10/2017 17:19:14","10/10/2017 17:19:44","KOKI--10-10-2017-17-17-00",60
90,"90 3","at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back",36,"121466708","121466726","10/10/2017 17:24:26","10/10/2017 17:24:55","WAGA--10-10-2017-17-22-00",86
1,"1 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out",37,"106376412","106376470","10/10/2017 16:12:00","10/10/2017 16:13:48","CFNEWS13--10-10-2017-16-12-00",182
3,"3 1","you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable",37,"90075053","90075086","10/10/2017 19:49:53","10/10/2017 19:50:21","CLTV--10-10-2017-19-48-00",85
4,"4 1","out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his",37,"90077762","90077795","10/10/2017 20:49:50","10/10/2017 20:50:17","CLTV--10-10-2017-20-48-00",85
12,"12 1","than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for",37,"45629605","45629649","10/10/2017 21:40:46","10/10/2017 21:42:20","KFXK--10-10-2017-21-36-00",194
13,"13 1","turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i",37,"45629605","45629649","10/10/2017 21:40:46","10/10/2017 21:42:20","KFXK--10-10-2017-21-39-00",194
14,"14 2","she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak",37,"27320052","27320077","10/10/2017 16:26:03","10/10/2017 16:26:37","KFXO--10-10-2017-16-23-00",102
16,"16 1","at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions",37,"68126720","68126734","10/10/2017 22:06:13","10/10/2017 22:06:33","KGAN--10-10-2017-22-04-00",59
18,"18 1","who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i",37,"156407797","156407820","10/10/2017 16:48:56","10/10/2017 16:49:31","KGTV--10-10-2017-16-47-00",91
18,"18 2","of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa",37,"156407832","156407853","10/10/2017 16:49:52","10/10/2017 16:50:37","KGTV--10-10-2017-16-47-00",112
19,"19 1","first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire",37,"32113432","32113455","10/10/2017 17:08:51","10/10/2017 17:09:25","KGUN--10-10-2017-17-06-00",71
20,"20 1","details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now",37,"32115131","32115154","10/10/2017 18:20:54","10/10/2017 18:21:50","KGUN--10-10-2017-18-19-00",60
29,"29 1","just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to",37,"31127391","31127494","10/10/2017 21:41:10","10/10/2017 21:42:37","KNIN--10-10-2017-21-39-00",260
33,"33 1","but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you",37,"36702726","36702770","10/10/2017 21:18:42","10/10/2017 21:20:07","KOKI--10-10-2017-21-18-00",213
35,"35 1","made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy",37,"35069602","35069634","10/10/2017 17:24:36","10/10/2017 17:25:28","KOSA--10-10-2017-17-22-00",156
36,"36 1","made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy",37,"35069602","35069634","10/10/2017 17:24:36","10/10/2017 17:25:28","KOSA--10-10-2017-17-23-00",156
38,"38 1","accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke",37,"35244750","35244802","10/10/2017 17:27:12","10/10/2017 17:31:45","KREM--10-10-2017-17-23-00",197
39,"39 1","pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states",37,"30663908","30663989","10/10/2017 17:17:06","10/10/2017 17:18:42","KREX--10-10-2017-17-14-00",372
41,"41 1","like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would",37,"68763295","68763382","10/10/2017 16:48:49","10/10/2017 16:50:31","KSHB--10-10-2017-16-47-00",294
46,"46 1","its turkey time this is it the final lap dismissed were the top two just us and that stupid freaking schnauzer come on wire fox terrier come on baby the judge has made his decision shut up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red",37,"69669899","69669969","10/10/2017 16:14:19","10/10/2017 16:15:57","KSTU--10-10-2017-16-13-00",287
47,"47 1","going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would",37,"44011495","44011567","10/10/2017 16:15:40","10/10/2017 16:17:02","KSWB--10-10-2017-16-14-00",250
48,"48 1","bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or",37,"44013300","44013332","10/10/2017 17:36:48","10/10/2017 17:38:03","KSWB--10-10-2017-17-35-00",166
49,"49 1","hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out",37,"44014728","44014777","10/10/2017 18:43:52","10/10/2017 18:45:11","KSWB--10-10-2017-18-43-00",225
50,"50 1","news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and cross the border at laredo texas where they would jump trailer that would bring him into the country his american dream turned into nightmare on saturday and now this mother is on her way to find her son today as ramirez waited for word from the us government to see if her humanitarian visa would be approved or not she spoke to newspaper from new way low laredo she told them her son had left with his uncle in search of quality of life in the united states but on saturday night her sons mile trip to san antonio texas took deadly turn as close as people being smuggled in this",37,"57173896","57173956","10/10/2017 17:31:21","10/10/2017 17:32:24","KTBC--10-10-2017-17-30-00",288
54,"54 1","the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only",37,"178357040","178357060","10/10/2017 17:17:08","10/10/2017 17:17:50","KTTV--10-10-2017-17-16-00",103
58,"58 1","its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire",37,"63078708","63078731","10/10/2017 17:32:35","10/10/2017 17:33:20","KTVI--10-10-2017-17-32-00",108
58,"58 2","an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are",37,"63078739","63078755","10/10/2017 17:33:34","10/10/2017 17:34:03","KTVI--10-10-2017-17-32-00",94
63,"63 1","you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members",37,"25200704","25200741","10/10/2017 22:04:48","10/10/2017 22:05:39","KTWO--10-10-2017-22-04-00",128
68,"68 1","up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed",37,"29779100","29779178","10/10/2017 21:07:45","10/10/2017 21:09:22","KVHP--10-10-2017-21-07-00",309
69,"69 1","he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying to get to chicago or colorado to help his family get back home maria says she allowed her son to come to the united states with his year uncle the two would go cross mexico and",37,"36975712","36975742","10/10/2017 16:33:59","10/10/2017 16:35:19","KVOA--10-10-2017-16-32-00",133
71,"71 1","up hold my hand captain hold my hand and best in show goes to the wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an",37,"35469363","35469426","10/10/2017 21:29:31","10/10/2017 21:30:54","KVRR--10-10-2017-21-28-00",277
73,"73 1","nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients",37,"73042502","73042520","10/10/2017 17:12:03","10/10/2017 17:12:25","KWWL--10-10-2017-17-08-00",85
75,"75 2","of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch",37,"24785187","24785199","10/10/2017 17:03:10","10/10/2017 17:03:31","KXMC--10-10-2017-17-02-00",63
76,"76 1","nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on",37,"24786699","24786713","10/10/2017 18:03:19","10/10/2017 18:03:41","KXMC--10-10-2017-18-02-00",57
79,"79 1","wire fox terrier im gonna live forever charles its been quiet for while everything okay i was gonna chop the heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have",37,"30125886","30125941","10/10/2017 17:15:31","10/10/2017 17:16:57","KXRM--10-10-2017-17-14-00",261
80,"80 1","heck out of this bastard but then he looked me in the eye he scratched you up real bad he yep he got me good its okay once i started giving him he showed me mercy so were not eating the turkey then obviously not hello everyone guess who just solved unsolvable case wait what you guys figured out who pulled the first essex bank job yep we realized we never checked the daughters alibi she at the softball trip she had access to the plans and then she just confessed right we arrested woman today because we are feminists so does this mean you like each other now yep still out matter it only matters what amy thinks and apparently she loves you i do the first time ever kissed yeah the wire fox boys are back yeah i just won grand so rosa pack your bags were going to tampa tight cant wait guys im out of not doctor an investigation see only on fox news at nine virgin uncovers new details about the human smuggling case that shocked nation family members of victim that firefighters was coma speak out more than move into his role at city council man fox san antonio holds william shaw accountable for promise he made to neighborhood the red flags you need to watch out for when making online transactions fox news at nine starts now at the top first on fox we have an update on the victims of the horrific human smuggling truck tragedy there are three still at baptist health hospitals however there are more patients at other hospitals we are now hearing from the mother of one of the victims she is waiting in new way low laredo for us authorities to grant her visa to see her son in san antonio virgin explains he was trying",37,"32639527","32639653","10/10/2017 21:18:25","10/10/2017 21:20:10","KYOU--10-10-2017-21-18-00",308
