"cluster","sampleText","num_transcripts"
400,"manafort subpoenaed and expected to testify before a senate judiciary committee tomorrow this is coming after the president launched public attacks against attorney general jeff sessions and his decision to recuse himself from the investigation into russian meddling trump i think it's unfair to the presidency and that's the way i feel speaking at the white house today the whether he intends to fire president would not say sessions the u-s is a step closer to imposing new sanctions against russia the house of representatives overwhelmingly passed the sanctions today 419 to three the plan also includes new sanctions against iran and north korea -- and it gives congress the power to block any effort by the white house to weaken sanctions on russia the senate still needs to approve the plan the president has not indicated whether he would sign the bill but there are enough votes to override",2
405,"up next in todays health new evidence shows repeated brain injuries can have drastic consequences decades down the road break chronic traumatic encephalopathy -- or c-t-e -- is a progressive degenerative brain disease the c-t-e center at boston university says anyone who endures regular concussions or subconcussive hits to the head can be at risk",2
408,"president trump -- stating if he knew he would've hired someone else senator chuck schumer today - saying its clear the president is trying to bully sessions out of office the president himself saying only time will tell in a rare bipartisian moment on capitol hill - lawmakers from both sides of the aisle agree to slap sanctions on russia north korea and iran the vote on russia comes in response to the foreign country's meddling in our recent presidential election now it's up to the president to move the sanctoins forward in the past trump's team has said it's time we let things go and look forward lawmakers on both sides say they find statements like that - concerning questioning president trump's",2
409,"down there dan live in las vegas hear from brett rypian next in sports now the 6 on your side allergy report brought to you by boise valley asthma allergy clinic time now for a look at the number of pollen grains measured in boise by the boise valley asthma and allergy clinic we are in the late s of the pollen season and will be dealing with sage through the first part of october the pollen count is measured every tuesday through friday during the allergy season",2
420,"all over their office building this makes them the first company in the united states to offer something like this the rice sized micro chip will be implanted between their thumb and their forefinger underneath the skin it will allow employees to unlock doors into the office buy food in the break room and log into their",2
425,"that we got this vote president trump held a press conference afterwards saying it was a tough vote to get matter how good it sounds it's very hard to get the kind of numbers that we got we ended up with 51 votes 51 to whatever i don't know what it is yeah 51 to 50 so we had two republicans who went against us which is very sad i think it's very very sad for them",2
435,"out across parts of inyo esmeralda and nye counties which will pose an we're following developing news from washington where the senate has voted in favor of a motion to move forward with debate on an obamacare overhaul pres trump i'm very happy to announce that with zero of the democrats' votes the motion to proceed on healthcare has just passed christianne klein opening up debate on the plan to repeal and replace obamacare",2
436,"of those senators was our own- senator dean heller he released a statement ahead of the vote today saying in obamacare isn't the answer but doing nothing to try to solve the problems it has created isn't the answer either if the final product isn't improved for the state of nevada then i will not vote for it if it is improved i will support it christianne klein getting to a yes vote on a final piece of legislation will be more difficult senator john mccain fresh out of treatment for brain cancer returned to the senate floor today to cast his vote said he would not vote for the bill as is stands today the g-o-p leadership needs nearly every republican senator on board for any action on health care because they only hold a slim majority and democrats are united in their opposition to",2
437,"effect for this area where rainfall amounts of around 2 inches per hour are likely allowing a debate on overhauling obamacare vice president pence cast the tie-breaking vote -- allowing the senate to begin debate our own- senator dean heller also voted yes -- saying obamacare isn't the answer but doing nothing to try to solve the problems it has created isn't the answer either and while battling brain cancer arizona senator john mccain traveled back to washington to vote 'yes' and pressure his colleagues to work sen john mccain r we've been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle dave courvoisier it's still unclear what a final senate plan would look like -- or if republicans can unite around it and earlier tonight a broad plan to repeal much of obamacare and replace it failed to get the required 60 votes",2
438,"at the capitol today the bill had its second reading- and several lawmakers asked questions of the author-senator lois kolkhorst the bill would require people to use facilities including restrooms and locker rooms that correspond with their birth sex",2
439,"bullying by peers by other students when i send a transgender student into the wrong bathroom sen lois kolkhorst r brenham what it does is move the authority on setting this policy for our political subdivisions to the state so that we don't see this playing out school district by school district city by city county by county two short outbursts in the gallery",2
440,"the university of pittsburgh say escalating use has more impact then using marijana at a high consistent level terri and walking a dog may be one of the most effective ways seniors can stay active all year round researchers at the university of cambridge found on average older dog walkers were more physically active on the cold winter days than",2
444,"republicans he took a tie breaking vote mona lange has the latest on capitol hill president trump congratulated senate republicans we are now one step closer to liberating our citizens from this obamacare nightmare vice president allowed to repeal and replace obamacare battling brain cancer vote yes and pressure colleagues to work togethhr we have been spinning our wheels collins of maine -- one of two republicans who opposed moving forward - - tweeted in we must proceed carefully wisconsin senator ron johnson who fell in line wants certain sot sen ron johnson r-wi 30 i think we need to protect traditional medicaid and medicaid expansion continuing the enrollment of that i think puts that at risk -nats- 7 25 2017 49 pm ki continue the enrollment puts that at risk democrats who remain united joined protesters after the vote there are senators who need it from you the senate is weighing a number of controversial amendments 20 million to 30 million people could lose their health insurance",2
475,"senate means a bill to repeal an replace obamacare is moving forward after a key healthcare vote senate republicans have officially begun the debate process after ap health care vote republicans have officially begun the debate process on a plan to repeal an replace obamacare trump has been pushing republicans predicted tie- breaking vote from the vice president a return of senator john mccain to get it done the latest from capitol hill the sirally since taking office trump congratulated senate republicans on starting the process to overhaul health care we are now one step closer to liberating our citizens from this obama care nightmare",2
476,"obamacare battling cancer john mccain traveled back to work together and vote yes we spin the wheels and too many issues because we keep trying to find a way to win without help from across the aisle is still unclear what",2
477,"senate vote will look like or if the senate can unite around it one of the senators who opposed got tweeted in part we must proceed carefully ron johnson fell in line and wants to certain provisions we need to protect traditional medicaid continue the expansion of medicaid that puts this at risk democrats to remain united in their opposition joined protesters on the steps of the capitol after the vote this is up to you guys there are 52 senators here who need to hear from you the senate is now weighing a number of including a straight up repeal of the affordable care act cbs news capitol hill 20 000 000 to 30 000 000 people could lose health insurance over a decade depending on the final version of the bill",2
479,"alexander nbc news washington former california governor arnold schwarzenegger joins the current governor in an effort to address climate change governor jerry brown signed legislation today expanding the state's climate bill signed in 2006 by his predecessor the legislation puts a cap and a price on climate-changing emissions it's a message that we have a functional government here in california where democrats and republicans work together applause and i think this is a very important message for washington where both of the parties can not work together so i hope they learn something from this today's signing extends the program to 2030 it was scheduled to expire in 2020",2
503,"this was just a procedural victory to allow formal debate on the obama care repeal many of us on the this side of the aisle have waited years for this opportunity and thought it would never come",2
504,"thought it would never come california's two senators mrs feinstein no mrs feinstein no ms harris no ms harris no we know that aca is not perfect but we also know what you proposed sd much worst our health care insurance km is a mess we all know it those who support obama care and those who oppose it something has to be done",2
505,"plan to repeal the act without making changes today calling on his party to work with minority democrats what doof we have to lose to work together and find the solutions the senate is capable of that it is an honor to serve the north american people in your company thank you fellow senators mr president i yield the floor an emotional moment on the floor of the u s senate",2
506,"and around seed to the oat to get made to an o o from the farm straight into your bowl put in the good and the good will grow good goes around and around and around good goes around and around",2
514,"gop needed the dramatic of one senator to cast that 50th vote a bipartisan embrace for republican senator john mccain i stand here today looking a little worse for wear i'm sure 11 days after brain surgery the scars still fresh above his eye the 80-year-old arriving just in time to give republicans the critical vote they needed to begin debate on overhauling obamacare mr mccain aye i want to thank senator john",2
515,"voices heard the motion is agreed to this was a key moment for republicans who for seven years have vowed to repeal and replace obamacare this is just the beginning we are not out here to spike the football i will not vote for this bill as it is today",2
535,"cancer he cast his vote then he had a very strong and passionate message for his colleagues take a look what have we to lose by trying to work together to find those solutions we're not getting done much apart i don't think any of us feels very proud of our",2
543,"now back to you debbie debbie president trump launched more attacks on twitter today against attorney general jeff sessions vo in a series of tweets president trump criticized sessions for not investigating hillary clinton's emails and for not investigating ukrainian efforts to sabotage trump's presidential campaign yesterday in a tweet president trump described sessions as beleaguered for recusing himself",2
544,"meddling of last year's presidential election the president's criticism has sparked speculation that sessions may resign sot full i think jeff sessions is a good man but he works for the president of the united states and if they have issues i hope they'll sit down and work them out but i have a great deal of respect for jeff sessions",2
545,"return to the senate judiciary committee and explain to them why he lied during his confirmation hearing debbie debbie vo jared kushner's interview with the house intelligence committee lasted more than three hours today president trump's son in law and senior adviser said thank you to the committee's top republican and democrat as he left the tightly-secured interview room at the capitol he ignored questions from reporters including whether he would be back on capitol hill for more testimony the interview focused on russian interference in the 2016 presidential campaign today's discussion was under oath and conducted by members of congress that's a contrast with his interview yesterday with the senate's intelligence committee that was not under oath and was conducted by staffers",2
546,"staffers debbie debbie former california governor arnold schwarzenegger joins the current governor in an effort to fight global warming vo governor jerry brown signed legislation today a-b 398 expanding the state's climate bill signed in 2006 by his predecessor the legislation puts a cap and a price on climate-changing emissions today's signing extends the program to 2030 it was scheduled to expire in 2020",2
554,"goes on to say the american people deserve better than this coming up--- if it's for employment people have badges on their belts and that seems to work just fine i don't know why we would",2
561,"so did new mexico's senators we checked and found out that both senators martin heinrich and tom udall voted against vice president mike pence cast the tie-breaking vote after 50 republican senators voted in favor of opening debate two said no senate majority leader mitch beginning mcconnell says this is just the but democrats say they won't give up we'll finish at the end of the week hopefully with a measure that can go to the house and be taken up or go to conference we're going to do everything we can in this chamber and the so many groups outside the chamber to make sure this does not pass the senate the senate technically voted to move forward with the bill the house passed in may but senators will now be debating different measures including repeal only",2
569,"-- the senate is a step closer to getting rid of obamacare to be clear -- obamacare isn't repealed yet today's vote only allows the senate to begin discussing it it narrowly passed-- 51 to 50 with vice president mike pence breaking a tie senator john mccain -- back in washington for the first time since being diagnosed with brain cancer -- urged his colleagues to work together arizona 38-46 our health care insurance system is a mess - we all know it - those who support obamacare and those who oppose it something has to be done we",2
570,"it allows employees to unlock doors and even buy food in breakroom rachel hackbarth kob eyewitness news 4 home prices in the u-s have reached a record high for a sixth straight month raising fears of another housing bubble much of the price gain is being driven by seattle portland oregon and san francisco some analysts are downplaying fears of a new housing bubble",2
586,"lawmaker after the house overwhelmingly to impose new sanctions on russia the new sanctions bill that also include new ones against iran and north korea it also gives congress the power to block any effort by the white house to weaken sanctions on russia",2
587,"justice department putting in place new rules when dealing with so called sanctuary cities the department says it won t give cities some law enforcement grant money unless they give immigration authorities access to jails and alert them when someone facing deportation will be released from local custody",2
604,"down to the wire and senator john mccain was key to the whole thing megan eric and mary good evening the vote was expected to be close today and it was the results a small victory for president trump a moral boost for senate republicans arizona senator john mccain getting a bipartisan heroes welcome from his colleagues in the u s senate his return a week after revealing that he's fighting brain cancer back in time to cast his vote determining the fate of obama care mr mccain the senate decide -- deciding to move forward with mike pence casting the tie breaking vote they now move onto debate the repeal and replacement of president obama's signature healthcare law the most recent abc washington post poll show that americans prefer obama care to a gop replacement 2-1 all we managed to do is make more popular a policy that wasn't popular when",2
605,"to try to get it of it -- get rid of it protesters and the capitol and around the around the senate floor a vote in favor of the motion to proceed will make deep cuts to medicaid maybe deeper than in the house bill it will mean people with preexisting conditions will be left high and dry president trump meeting with the lebone sectionse -- the lebo nesse prime minister today but keeping a close eye on that we look forward to helping the american people this was a big step there's still a lot of questions about what a final measure might look like senator mcconnell is open to ideas and amendments you can expect several significant votes in the coming days megan hughes",2
606,"investigation and not pursuing investigaabout hillary clinton the white house refuses to say if president trump plans to fire sessions does he have a future in the administration that's up to the president and jeff sessions i'm not going to get ahead of the president in terms of any personnel decision",2
616,"to 15 mph friday sunny 99friday night partly cloudy 76saturday mostly sunny 98saturday night partly cloudy 75sunday mostly cloudy with a 20 percent chance of showers and thunderstorms 97sunday night mostly cloudy with a 40 percent chance of showers and thunderstorms 73monday mostly cloudy with a 50 percent chance of showers and thunderstorms 91monday night mostly cloudy with a 50 percent chance of showers and thunderstorms 70tuesday mostly cloudy with a 40 percent chance of showers and thunderstorms",2
628,"horrible bill i think the only way it gets stopped is if people make their voices sen steve daines r- obamacare is broken and something has to be done it's time we move forward on having this debate on the floor of the united states senate and that's what we voted on today 20 to 30 million people could lose their health insurance over the final version of the bill",2
643,"protect those with preexisting conditions and lower premiums without mandates power needs to be returned to the patients and states police chiefs from around texas turn out against a so- called bathroom bill standing together outside the statehouse shoulder to shoulder in their opposition to the proposal-as inside the building state senators debated a plan to mandate that people use the restroom corresponding to the sex on their birth certificate law enforcement officers",2
644,"the open season it will create on discrimination and lastly the burden it's going to potentially create on law enforcement will we now be required to stand at doors of bathrooms and ask for your birth certificate this bill is impossible to enforce it takes officers away from more pressing duty- whether responding to an assau a burglary drunk drivers or a whole host of other public safety issues",2
645,"drove off running over the deputy's foot anyone who can identify these suspects should call the sheriff's office or crimestoppers senator john mccain made a dramatic return to washington today after a brain cancer diagnosis he cast a decisive vote that opens debate on repealing and replacing obamacare mister mccain - aye his vote today - crucial - for his party to move forward with health care delivering a passionate message for his colleagues sot sen john mccain arizona 19-32 what have we to lose by trying to work together to find those solutions we're not getting done much apart i proud of our incapacity today's vote was 50 for 50 against with vice-president mike pence breaking the tie in favor of",2
653,"analyst boris epstein provides his commentary on the democrats' new agenda and possibility for some bipartisan support problems we are all have them the first step to dealing with a problem is admitting it exists it seems that the democrats are taking that first step when you -- with someone who has say 40 popularity you look in the mirror and say what did we do wrong the number one thing we did wrong we didn't tell people what we stood for the democrats do appear to be learning from their losses in the 2016 presidential election they understand they have fallen out of touch with the american people a recent",2
654,"people a recent abc news poll found that 37 of americans think the democrat party stands for something 52 say it just stands against president trump what is the democratic party to do it is to have a mix of ten senators and representatives drive 65 miles west of washington d c and announce a new plan a better deal better jobs better wages better future yes the slogan may remind you of a popular",2
655,"prices setting standards for corporate mergers there are stopping issues to focus on the trump administration is working on some them last month president trump signed an executive order to increase the number of apprentice ships administration is working to address the high cost of prescription drugs slogans are great but",2
656,"drugs slogans are great but democrats need to connect with the people by action not words where the democrats ree with the white house would be a good start some part of the democrat better deal line up with the policies of the white house so we could actually hope for concrete bipartisan",2
665,"flood seaworld's last orca born in captivity died this morning kyara was born in april at seaworld's san antonio texas park she recently contracted an infection seaworld staff has spent the last three days trying to keep her alive despite their efforts kyara",2
670,"at howard's hearing tomorrow morning and we'll keep you updated on air and online at abc 17 news dot com the internet revolutionized how talent's discovered and now we're revolutionizing the way you get internet introducing centurylink price for life -- high-speed internet at a monthly price that lasts year after year get any speed up to 25 megs for 45 a month no hidden fees no contract finally an internet price you can count on speed may not be available in your area centurylink your link to what's next",2
675,"stage stage the bill had its second reading and several lawmakers asked questions of the author senator lois kolkhorst kolkhorst the bill would require people to use facilities including restrooms and locker rooms that correspond with their birth sex",2
676,"proposing a measure here that will allow schools to cause bullying by peers by other students sen lois kolkhorst r brenham what it does is move the authority on setting this policy for our political subdivisions to the state so that we don't see this playing out school district by school district city by city county by county no no no no no two short outbursts in the gallery",2
692,"and replace obama care welcome back everyone the old saying that says if you at first you don't succeed then try again is playing out in washing today -- washington today as republicans are still trying to replace obama care senate republicans are moving forward with their attempts on a long promise to repeal and replace obama care the senate passed a motion to begin debating on the house of representatives version of the bill a vote in favor of the motion to proceed will",2
693,"a permission slip 2 medicaid -- permission slip to slice medicaid john mccain l l ba to washington to vote after being diagnosed with a brain tumor i stand here today looking a little worse but have a refreshed appreciation for the protocol and customs of this body now the plan gets complicated senators will vote on several measures that will strip the house language the final version is still very up in the air on the other end of washington pressure is mounting from president donald trump as he is taking a more aggressive approach",2
694,"he does not support the gop repeal bill he said that ultimately if the final version does not improve things for the state of nevada then he will not vote to pass it all eyes are on jeff sessions and if he will still be the attorney general by the end of the day the president lashed out at jeff sessions on twitter this morning and now his future seems definitely to be in jeopardy we have a reporter who was at the white house today with the rapid fire development it was four months ago that the speculation came up about jeff sessions future that was then and this was now i am very disappointed with the attorney general we will see what happens time with cell that after a tweet tirade that scolded sessions and called him weak does the president still want him as attorney general the president has",2
707,"a letter row is accused of -- valero is accused of raping a disabled girl he was fired from his job there last year santa clara county sheriff says they are looking into whether there may be other victims anyone can be a victim but someone who is developmentally disabled that takes a special kind of predator it's a horrible crime and these are victims we need to protect the most he is currently being held on 100 000 bail sheriff's deputies in the south bay also announced a fourth arrest in a homicide",2
711,"brother kissing him and his parents when mom noticed this there was a little tick on his shoulder right here it looked like a little skin tag are my tiny after removing the tick just kinda scrapped it this shows up on baby jett 10 days later it was a very very faint ring and i called my husband in to look at it i said do you see what i see this happy little guy developed a fever of 103 degrees he looked sick just red rings around his eyes and kind of pale his family rushed him to the hospital his diagnosis lyme disease when they saw that bullseye rash they said that is a sign of lyme he's out of the hospital now",2
713,"say it's best to focus on eating whole minimally processed foods such as fruits vegetables and whole grains when you're at the grocery store rather than looking at processed food labels that sort of scream out hey i'm healthy really try and look for the foods that are fresh whole brightly colored and minimally processed",2
714,"brightly colored and minimally processed you really can't go wrong before you jump into any sort of a diet fad it's always a good idea to talk with a medical professional to learn what the research says about that diet and whether",2
735,"to replace obamacare it is a blemi on what was otherwise a big win for the g-o-p earlier today 06 the senate being equally divided the vp votes in the affirmative and the motion is agreed to 12 vice president mike pence cast the vote to break the 50-to-50 tie to move forward with debates on health care reform senator john mccain who was diagnosed with brain cancer last week",2
736,"cancer last week retued to cast a necessary republican vote in favor ofoving the debate forward mug cc bam 28 i voted for the motion to proce to allow debate to continu and amendments to be offered i will not vote for ts bill as it is today it's a shell of a bill right now we all know that 40 susan collins and lisa murkowski were the only two republican senators to vote no on the motion to proceed the next step is a floor debate on the legislion to overhaul the affordable care act even though there aren't any guarantees the votes are there to eventually pass it it's unclear what",2
737,"what final bill will look like meanwhile the u-s house has overwhelmingly passed new sanctions against russia -- four- hundred-19 to three the plan also includes new sanctions against iran and north korea -- and gives congress the power to block anyffort by the white house to weaken sanctions on russia the senate ill needs to approve the plan president trump has not made iclear whether he would sign the bill but",2
738,"would sign the bill but president trump has been very clear on his disdain for attorney general jeff sessions 24 i told you before i am very disappointed with the attorney general but we will see what happens time will tell",2
758,"process the senator released a statement following today's procedural vote both he and senator deb fischer voted to start debate now g-o-p members will move forward to decide what exactly an obamacare repeal will look like many of us on this side of aisle waited years for opportunity and thought it'd never come lawmakers can consider three never come lawmakers can consider three option one - repeal obamacare now and replace it later",2
761,"night with dropping off only into the higher 70s but we still don't shake the humidity when you can expect a break from the heat and humidity is still to come brooke the on-going health care reform debate in washington is leading to many worries here in",2
774,"they're working through but they are not serious the new system is supposed to reduce turn around time for transactions the showdown over health care is playing out today on the senate floor republicans are moving ahead in their last-ditch effort to repeal or replace the affordable care act the vote is so significant john mccain returned to washington to cast his vote after a brain cancer diagnosis mccain walked into the chamber to a round of applause the senate voted 51-50 to start debate on the repeal and possible replacement of president obama's health care law",2
783,"get triumph for the president but a big disappointment from the democrats many speaking outside the senate floor this morning this is the most dangerous and destructive piece of legislation ever to be discussed on the floor of the senate in the modern history of our country make no mistake we have lost an important battle today but we have not yet lost this war",2
784,"he was greeted to a standing ovation he stood firm he will not pass this bill in its current state healthcare insurance system is a mess we all know it those who support obamacare knows who oppose it something has to be done every democrat in the senate voted against today's movement to bring the bill to the floor",2
797,"the hashtag your- voice-a-r on twitter or facebook to make your voice heard jacquethe senate votes to move forward in efforts to repeal and replace the affordable care act vice president mike pence cast the tie-breaking vote after the senate split 50 to 50 the vote sat in limbo until senator john mccain's dramatic arrival in the chamber gave the g-o-p the 50th vote they needed",2
804,"from the oklahoma highway patrol paid their respects to one of their own dozens of law enforcement officers gathered at the office of the chief medical examiner in oklahoma city to escort meyer's body to a funeral home in norman meyer graduated from the o- h-p academy in 2005 but also served as a pastor in cleveland county",2
805,"birth certificate some of those top cops call the bill unnecessary claiming it would pull police officers off the streets will we now be required to stand at doors of bathrooms and ask for your birth certificate this bill is impossible to enforce it takes officers away from more pressing duty- whether responding to an assault a burglary drunk drivers or a whole host of other public safety issues",2
809,"voted for the measure including idaho congressman raul labrador and mike simpson the new sanctions are in response to russian military aggression in ukraine and syria and for interference in last year's presidential election the bill also prevents the president from waiving the sanctions without permission from congress the",2
810,"carbon monoxide poisoning -- and some say the problems are related to ford explorers the police department in austin texas has nearly 400 of those vehicles -- more than 60 have been taken out of service because of carbon monoxide worries ken casady austin police association this is one of the craziest things i've ever seen in law enforcement --- vehicles you're driving poisoning police officers some police departments have put carbon monoxide detectors in their vehicles it's unknown if this is a widespread problem but law enforcement agencies are concerned in a statement ford says it is working with police their equipment installers and the federal government to investigate what's happening police chiefs from around texas",2
811,"at 10-- we begin tonight with a dramatic day in washington -- beginning with senator john mccain's return to the senate for the first time since being diagnosed with brain cancer and",2
817,"and intel mr trump would not leaker when asked comment on sessions' future as the government's top lawyer saying only time will tell the president's opinion of session seems to have soured in march after sessions recused himself from the russia investigation",2
819,"the readyet-go fire evacuation procedure also known as stages one two and three i asked other residents if they knew the difference between type one two and three fire crews many people did not know these terms which is definitely a concern in the heat of fire season greg denitto public information officer says most counties in montana use the ready-set-go procedure for fire evacuations most people on the street did not know what it meant so i had them guess local resident says i've never really heard of it before but i am assuming prepare yourself for the situation then implement that and then do it i",2
820,"24 or 48 hour pre-evacuation notice and go is a mandatory evacuation i also asked the public if they know the difference between type one two and three fire crews local resident says i would guess type 1 is for house fires and individual things and type 3 is going up to dumping the powder or dumping water onto it with helicopters and planes local resident says one is",2
821,"were less on target greg says a type one team is on a national roster like hotshot crews type two is the regional team and type three is the local or district level crew it is extremely important especia lly for people in danger of having to evacuate to learn and become familiar with fire terms so that you know what to do",2
822,"tonight for a 4th straight western regional title find out how they did against southern california later in sports open hello from the abc fox montana weather center we're starting off with montana doppler radar we have plenty of clear skies and nothin' much on radar our hd weather",2
823,"skies on the pacific satellite we have some areas of low pressure to the east and they're moving away not much moisture is on the way to montana closer to home we have lots of clear skies across big sky county on the surface map high pressure to the north will begin drawing much warmer air in our direction look for highs in the mid to upper 90s the rest of this week",2
825,"lawyer he says he didn't collude with russians and says he was unaware if anyone in the camapign did a former trump campaign chairman paul manafort met today with the committee investigating russian meddling in last year's election c-n-n reports paul manafort answered questions and submitted documents to the staff of the senate intelligence committee the committee chairman offered to share a transcript of the interview with the senate judiciary committee which subpoenaed manafort",2
836,"on friday through sunday but the monsoon flow shifts back over the borderland starting on monday your complete forecast is coming up in just a bit with the exception of the late great abraham lincoln i can be more presidential than any president that has ever held this office that i can tell you in the wake of a victorycare reform president trump taking a victory lap",2
843,"cancer president trump also sent a message to the two g-o-p senators who voted against debating the health care bill i'm very happy to announce that with zero of the democrats' votes the motion to proceed on hlt h hasust passed and now we move forward towards truly great health care for the american people we look forward to that regarding attorney general jeff sessions the president once again expressed his disappointment and said time will tell as to whether he will",2
844,"known around the capitol today well this was a pivotal vote for republicans it is just the begining of there effort as the measure now moves to the senate floor for crafting 20 hours of debate will be allowed over the next 3 days meanwhile senator mitch mckonnel the senate majority leader says he hopes to have a final version of this bill ready by the end of the week mola",2
845,"was a 50- 50 vote with senator murkowski and senator susan collins of maine saying no and vice president mike pence breaking the tie senator john mccain returned from his brain surgery to vote in favor of the motion",2
846,"to keep the bill alive and said it's going to take both parties working together to make real reform 37 our health care insurance system is a mess we all know it those who support obamacare and those who oppose it something has to be done 46 senator mccain was recently diagnosed with what doctors have said is an aggressive form of brain cancer",2
848,"diagnosis of an aggressive brain cancer he agreed to open debate but he had some choice words for his colleagues we've been spinning our wheels on too many important issues because we keep trying to find a way to win without help from across the aisle what have we to lose by trying to work together to find those solutions",2
850,"we voted on today dcarlson democratic senator jon tester called today s vote a slap across the face he said washington politicians are taking money out of montanans' pockets jacking up health care costs and threatening to close rural hospitals that are the only source of health care for thousands of families dcarlson it is unclear what a final bill might look like",2
858,"to advance the gop healthcare debate and just a few hours ago that push narrowly won that push narrowly won i voted for the motion to proceed to allow debate to continue and amendments to be offered i will not vote for this bill as it is today it's a shell of a bill right now we all know that mccain",2
864,"bozeman police workin' in a local restaurant tonight that plus your forecast still ahead on nbc montana news at six senator john mccain made a dramatic return to washington today - casting a decisive vote that opens debate on repealing and replacing obamacare the veteran lawmaker who is battling brain cancer also made a passionate plea for congress to put aside partisanship and help the american people",2
876,"historical society as well as public-school funding state budget director dan villa we chose closing loopholes and the governor chose closing loopholes on national corporations we chose creating a new tax bracket so that the highest income- earners weren't paying less than the same effective tax rate as minimum-wage earners that was the path we chose what we had was a legislature who looked at our budget and said this is dead on arrival we reject it and they had to then come up with their own plan we're now coping with that",2
880,"believed to be in preparation for a response to yet another upcoming north korean missile test as tensions continue escalating china could be preparing for a worst-case scenario building up its military forces along the korean border including nuclear proof bunkers and thousands of new border guards hoping to avoid a wave of north korean refugees in the event of an economic collapse or another war the north korean people who illegally enter are not refugees officials tell fox news the buildup comes as north korea prepares for another missile test following its first successful launch of an intercontinental ballistic missile in may the south has been urging kim jong-un to stop and come back to the bargaining table north korea",2
881,"korea ktvu fox2 news ktvu fox2 news fox2 news at 00 starts now republicans move one step closer and the promise to repeal and replace obamacare thanks in part to john mccain who rushed back to washington dc for a crucial vote today just days after being diagnosed with brain cancer that bo came with a warning stop listening to the bombastic loudmouths on the radio and television and internet to hell with them",2
882,"the win was because the hard work begins it was interesting listening to john mccain quote let's trust each other we've been spinning our wheels onto many important issues because we keep trying to find a way to win we are getting nothing done whether or not we are of the same party we are not the",2
896,"abc's mary bruce back on the hill for us senator john mccain today touched down in washington just in time less than a week after being diagnosed with brain cancer mccain swooping in to cast a critical vote on health care his wife cindy by his side a scar visible above his left eye",2
897,"their ways for the parties to come with a health care solution together do you plan to heed his advice some issues are just more partisan than others there's a lot of things that we have done and will continue to do on a bipartisan basis regretfully the issue of health care has not fallen into that category on either side",2
898,"was voted down in the senate this evening on a vote of 43 to 57 but debate continues --- --- millennials are set to surpass baby boomers next year as the largest generation of americans eligible to vote that's according to the states-of-change project at the liberal advocacy group center for american progress the change will mark the crossing of a historic threshold and a shift that could reshape the balance of political power baby boomers -- the largest voter-eligible age group since 19-78 -- have leaned toward the republican party in recent years millennials tend to vote more often for democrats but they also vote at much lower rates than baby boomers making their potential impact on politics uncertain",2
899,"potential impact on politics uncertain --- --- caption text not available in today's national holiday you probably didnt know about today is national hot fudge sundae day the dead of summer is the perfect time to enjoy your favorite frozen treats -- including ice cream the july 25th observance celebrates a delectable dessert that hot fudge fans have been enjoying since 19-06 so scoop out the vanilla heat up the fudge spray on the whipped cream and top it off with a red",2
903,"this year is confirm neil gorsuch to the supreme court mccain returned to capitol hill to vote on a key motion to proceed to debate on repealing and posaeb rere-- possibly replacing obamacare mike pence had to cast the tie-breaking vote to move the motion forward two republicans senator susan collins of maine and lisa of alaska all voted with the democrats against it now gop members will move forward to decide exactly what the obamacare repeal will look like lawmakers can decide on three repeal and replace repeal only or something else all together what have we to lose by trying to work together to find those solutions we are not getting done much apart i don't think any of us feels very proud of our incapacity many of us have waited for years for the opportunity and thought it would probably never come",2
904,"today are talking about senator john mccain this was the first time he was back on capitol hill after announcing last week he has brain cancer the arizona senator received a standing ovation from his colleagues mccain addressed the floor asking senators to work together for the good of the country lets trust each other lets return to regular order we have been spinning our wheels on too many important issues because we keep trying to find a across the aisle way to win without help from that is an approach that has been employed by both sides mandating legislation from the top down without any support from the other side with all parliamentary maneuvers that requires we are getting nothing done my friends we are getting nothing done mccain also said we are not the president's subordinates we are his equals",2
905,"grove lane a standing ovagdz for senator-- ovation for senator mccain as he returned to work casting a a divisive vote that opens debate on repealing and replacing the obamacare act he is recovering from surgery this is turning point to allow the senate to discuss health care what have we to lose by trying to work together to find those solutions we are not getting done much apart i don't think any of us feels very proud of our incapacity lawmakers can consider three repeal and replace repeal only or something else all together today head of the vote there was a rare gallery protest interrupting the senate floor turn back we can go through regular order we want to work with you we know that aca is not perfect but we also know what you proposed is much worse the final vote was 50 50 with vice president mike pence breaking the tie in the republican's favor officially opening the health care debate only two republicans voted no senators",2
